,0,1
0,2.1496758,16.177809
1,-3.0545697,14.345487
2,13.106112,-1.7241323
3,28.085436,-7.5071125
4,14.012147,-4.1840897
5,13.211993,-4.207934
6,13.142995,-4.890973
7,28.055183,-7.0250497
8,28.540733,-7.8649373
9,8.075977,10.366831
10,28.085436,-7.507112
11,2.471346,15.334779
12,-1.5703316,15.830127
13,11.946309,-4.815634
14,14.288412,-6.17619
15,4.233408,19.683748
16,13.163066,-2.7957294
17,12.752401,-1.6969864
18,11.860985,-2.6736503
19,28.679523,-8.307361
20,14.120716,-6.145436
21,13.281588,-5.0508857
22,13.010675,-2.9230864
23,30.072794,-6.211456
24,30.081688,-6.1285515
25,29.964727,-6.287188
26,-2.7688816,14.146613
27,14.351497,-1.9671366
28,13.626797,-1.6092805
29,27.74915,-8.536776
30,13.546869,-2.3285668
31,3.2293067,15.6938925
32,1.9574705,15.606973
33,27.370012,-8.593716
34,27.387077,-7.6336718
35,3.8452349,15.45415
36,13.016582,-3.216669
37,13.326243,-3.772958
38,-3.2899287,14.564718
39,11.693813,-5.403467
40,6.4750195,16.702778
41,14.363903,-6.668833
42,11.970549,-6.182691
43,27.809196,-7.031257
44,-1.4901701,16.790552
45,-2.1039011,15.588039
46,-0.4684475,13.941352
47,2.8824496,20.38351
48,-1.570998,15.865994
49,27.265255,-7.32233
50,-1.7338306,16.402962
51,27.165445,-9.123502
52,12.406349,-3.9714959
53,11.724893,-4.1620245
54,-2.785091,17.20662
55,26.897549,-8.767195
56,27.843641,-8.345552
57,-4.42724,16.265682
58,12.895049,-4.568003
59,11.833511,-4.342524
60,27.377914,-7.638816
61,25.802073,-6.8148847
62,25.46908,-7.2853556
63,26.113695,-7.5025845
64,14.374608,-5.2494297
65,2.1768098,14.770344
66,14.532628,-2.7588222
67,13.016739,-3.2166915
68,28.492975,-6.636436
69,11.364606,-4.398718
70,12.179745,-3.0317252
71,12.6889,-4.360233
72,6.4975204,13.630639
73,27.551336,-6.700431
74,28.042067,-7.019598
75,27.50161,-6.4148664
76,27.939302,-8.129704
77,2.6661096,15.935066
78,2.8077059,16.865892
79,28.16648,-6.1475267
80,28.352606,-6.335651
81,12.6889,-4.360233
82,12.6889,-4.360233
83,13.447413,-6.178088
84,11.4890375,-6.320154
85,27.684671,-8.789773
86,5.855827,16.853317
87,14.758594,-6.5176616
88,11.953876,-1.8209262
89,-1.9327219,13.933559
90,29.954222,-6.06429
91,-2.032182,13.082172
92,2.9869266,20.329643
93,0.5851257,12.9769745
94,6.0230517,16.075994
95,7.0132027,12.028295
96,4.133021,19.71385
97,8.132466,11.249066
98,7.8603053,13.481538
99,7.169338,18.194471
100,-0.4684475,13.941352
101,-0.4684475,13.941352
102,7.1973543,15.010604
103,-1.9058474,13.9372425
104,4.628291,19.508255
105,3.350293,14.305523
106,7.34483,11.998097
107,7.205608,11.492371
108,8.162758,10.702396
109,6.4750056,16.702524
110,5.5441003,16.960398
111,-3.448556,17.408548
112,-3.7725744,16.832571
113,6.1665154,16.798086
114,7.013215,17.236032
115,-0.48742148,12.7330475
116,-3.170413,14.839551
117,2.3467789,13.983679
118,2.8077059,16.865892
119,6.5487027,14.171411
120,3.7461927,19.863167
121,-0.6440458,15.113356
122,1.6125598,17.697033
123,3.229397,15.694036
124,-3.020329,15.156367
125,1.7068365,14.200028
126,4.4468474,15.247527
127,7.9348745,11.01884
128,0.6992636,18.066551
129,8.26292,12.438194
130,3.3500688,14.305637
131,6.375686,12.192134
132,3.8456914,15.45433
133,8.069334,13.052083
134,4.238295,19.68223
135,-1.4414644,14.6301
136,7.3924227,17.65742
137,-0.09669424,17.229576
138,3.2544248,19.42849
139,7.4721546,17.375454
140,2.66519,15.992968
141,0.36564997,17.546434
142,-2.3793178,16.569431
143,2.1768148,14.770351
144,-0.48742148,12.7330475
145,2.7484426,14.528434
146,1.7274367,13.566152
147,5.729836,15.024676
148,5.591201,13.8244915
149,3.8464885,15.454922
150,9.743659,11.691519
151,9.623573,11.46079
152,9.679224,11.308831
153,3.605993,14.862474
154,0.07576428,13.6625185
155,30.139788,-6.292219
156,0.9285892,17.987782
157,30.061283,-6.312619
158,-2.4513693,15.754486
159,6.124965,13.261431
160,-4.3098526,16.283545
161,-4.355607,16.060947
162,-3.2271235,17.257553
163,1.1510282,18.402246
164,-2.768874,14.146612
165,5.8915143,12.545506
166,7.3448296,11.998097
167,-3.1704602,14.839552
168,3.2294085,15.694057
169,5.6464734,13.337918
170,7.65727,11.993901
171,7.8993473,11.700461
172,-1.7341324,16.402939
173,0.9285908,17.98778
174,8.126986,11.705408
175,0.07577057,13.66253
176,6.0230513,16.075994
177,7.99522,10.417689
178,-0.8594331,12.918561
179,-2.451352,15.754495
180,11.62554,-1.6340362
181,4.0845003,14.166019
182,27.132925,-9.909454
183,8.161582,11.036651
184,14.0594225,-6.3987637
185,12.511754,-1.1032104
186,26.50905,-9.422735
187,13.383726,-1.4827127
188,4.0845003,14.166019
189,27.574106,-9.446486
190,6.9420285,12.690264
191,5.8915176,12.545508
192,-2.0705836,16.517368
193,13.427681,-6.4167433
194,11.202456,-5.81763
195,6.055207,16.089058
196,27.619411,-9.068593
197,11.9562645,-6.3785024
198,26.78172,-8.27645
199,26.243866,-8.470862
200,26.780163,-8.282077
201,14.235906,-4.5931673
202,25.549694,-7.2681823
203,1.2323701,17.86833
204,0.604675,13.460704
205,11.811487,-5.270439
206,13.321361,-6.0379233
207,11.574213,-1.6495751
208,2.5178661,13.409235
209,12.806512,-5.4706707
210,10.867954,-6.818725
211,26.689125,-9.09182
212,27.129288,-9.906924
213,26.780163,-8.282077
214,25.076574,-7.0883565
215,25.125443,-7.789631
216,11.788372,-3.8124633
217,27.329279,-9.709611
218,12.882731,-6.5260396
219,7.4717507,17.375841
220,-2.486353,13.061855
221,11.107602,-5.4484816
222,13.836733,-1.9754765
223,6.1636267,16.774363
224,11.223897,-6.3711753
225,32.277466,24.12265
226,33.70566,20.035948
227,42.08109,14.830665
228,39.868065,11.851493
229,22.174986,34.69336
230,22.08491,34.602394
231,34.824764,20.496431
232,33.673565,20.743153
233,39.476746,14.243392
234,40.6743,11.96554
235,22.219036,32.72785
236,33.972584,23.373755
237,49.76296,4.815201
238,48.929276,8.560618
239,40.37531,12.453518
240,42.08109,14.830665
241,43.837288,9.101639
242,21.120178,34.95473
243,21.027805,35.34688
244,50.223885,5.1958284
245,22.350937,32.481506
246,41.939796,11.226278
247,34.67866,18.756334
248,53.43963,4.198288
249,21.875458,32.693478
250,40.568703,13.070162
251,40.33979,14.468515
252,49.146614,4.457382
253,20.898418,36.44575
254,25.42816,30.380651
255,20.924526,36.388416
256,53.45999,3.903066
257,53.54959,3.87503
258,33.702595,23.797312
259,39.286343,15.179256
260,33.1765,20.546675
261,20.643776,36.77964
262,38.968575,16.755194
263,21.552431,35.114677
264,43.006714,15.839029
265,45.815174,8.962065
266,25.304432,30.537119
267,42.603012,12.167882
268,33.48837,21.363798
269,33.488396,21.363802
270,46.674603,8.654597
271,23.347414,33.357
272,40.03204,12.967323
273,20.663496,36.766453
274,50.01333,5.7399297
275,42.08109,14.830665
276,20.876038,36.510246
277,44.091904,8.877556
278,41.233418,12.3860855
279,33.605984,21.021067
280,22.70648,33.54756
281,43.09524,8.650899
282,42.60301,12.167883
283,49.482903,5.296726
284,40.988796,11.657918
285,21.468246,34.708447
286,54.935875,4.540656
287,46.74911,8.5286455
288,45.969975,9.888458
289,47.217278,8.026105
290,54.947517,5.206726
291,39.54737,15.488494
292,32.481174,23.330648
293,22.524761,32.841946
294,53.20155,3.070593
295,32.7363,23.635014
296,32.06507,24.013311
297,41.936054,15.024693
298,32.983997,22.560028
299,42.08109,14.830665
300,49.482903,5.2967277
301,39.260933,16.530684
302,50.192535,3.755133
303,22.472351,33.42006
304,44.458508,7.843462
305,49.376034,5.9565578
306,39.996204,15.057132
307,23.808407,33.181885
308,33.36174,20.259682
309,33.965385,23.809599
310,53.51634,5.0548015
311,53.43963,4.1982884
312,53.51596,4.8780155
313,53.45999,3.903066
314,33.265648,23.945784
315,39.7136,15.579942
316,35.361946,19.798315
317,54.62179,4.2868147
318,49.217556,8.245769
319,23.131542,33.054146
320,22.011074,33.349087
321,21.72958,35.060837
322,34.155476,20.66645
323,34.300552,19.249994
324,22.422686,32.355854
325,53.46523,4.455653
326,35.120968,23.95119
327,32.227806,23.341867
328,48.191,6.9366603
329,34.20337,20.654953
330,20.806606,36.621906
331,23.12375,32.80005
332,22.477165,34.837574
333,41.503338,10.974397
334,48.79144,4.8415003
335,48.899452,6.2516227
336,21.474133,34.10936
337,40.37412,15.570055
338,32.940323,24.053709
339,40.045547,15.777904
340,48.64914,4.171422
341,54.953438,4.6496887
342,42.11988,10.183002
343,23.111126,32.577126
344,54.69481,4.7664256
345,44.9145,10.446444
346,47.856888,7.3086634
347,21.66332,33.700863
348,41.939796,11.226277
349,33.25111,21.80434
350,48.96867,5.669285
351,23.15341,33.094475
352,23.095446,32.75874
353,39.00327,16.813433
354,31.570892,23.967321
355,49.482883,5.2966647
356,48.96867,5.669285
357,43.825104,9.284375
358,42.3983,16.875723
359,40.6743,11.96554
360,41.98548,10.447226
361,49.83188,3.807257
362,32.50178,24.161085
363,49.376034,5.9565573
364,39.16122,15.954938
365,32.723713,24.154245
366,39.551815,16.47735
367,32.7363,23.635014
368,53.42355,3.6764135
369,48.98878,6.9627132
370,40.994846,14.893617
371,25.1426,30.672316
372,40.897186,12.820263
373,25.312756,30.466698
374,26.675978,29.021408
375,26.647211,29.051912
376,40.430443,11.740853
377,42.546223,15.758554
378,23.203865,33.977894
379,32.076687,21.371809
380,49.83188,3.807257
381,51.07942,4.570288
382,50.223885,5.195827
383,32.993343,20.893055
384,48.708206,6.1250277
385,50.223885,5.195827
386,49.482883,5.2966647
387,47.77027,4.4823422
388,25.761738,29.994164
389,26.181097,29.551615
390,26.067896,29.669556
391,26.075958,29.661934
392,48.706017,6.123617
393,40.79812,14.82045
394,32.955704,23.771368
395,39.94228,14.635658
396,48.44034,6.569095
397,49.68517,6.126067
398,22.462673,34.207672
399,46.97453,8.275791
400,26.07382,29.678293
401,43.37138,15.670992
402,47.217278,8.026103
403,42.54934,12.623807
404,26.487377,29.225458
405,41.167274,12.995245
406,23.663643,32.66409
407,41.946777,9.585916
408,32.945763,21.025461
409,42.490276,9.446985
410,39.210743,16.338068
411,30.88449,23.719633
