d1,d2,d3,l
2,213,152,3
3,185,153,3
3,202,155,3
2,176,133,3
3,178,160,3
3,182,143,3
3,208,115,3
3,212,114,3
2,166,137,3
2,220,137,3
3,208,157,3
3,205,152,3
2,196,122,3
2,204,120,3
3,189,167,3
3,206,119,3
2,197,168,3
2,195,165,3
2,147,129,3
2,173,132,3
2,201,117,3
2,179,143,3
3,196,120,3
2,196,122,3
2,176,171,3
2,178,172,3
2,189,164,3
1,192,168,3
2,196,129,3
3,191,160,3
2,215,166,3
3,188,161,3
2,193,119,3
2,211,151,3
3,195,128,3
3,192,127,3
2,182,125,3
2,192,124,3
2,185,123,3
2,208,156,3
2,169,175,3
2,193,120,3
3,175,159,3
2,187,131,3
3,204,120,3
3,220,145,3
3,194,159,3
2,184,131,3
3,195,123,3
2,220,153,3
2,199,123,3
2,211,155,3
2,198,131,3
3,196,124,3
2,182,119,3
2,212,171,3
2,194,165,3
2,171,157,3
2,193,119,3
2,195,128,3
3,214,148,3
2,236,121,3
3,187,163,3
3,208,114,3
3,188,162,3
2,216,145,3
2,189,124,3
2,165,124,3
3,199,124,3
3,207,117,3
3,204,124,3
2,207,121,3
3,204,120,3
3,208,148,3
2,234,148,3
3,208,152,3
3,185,161,3
3,200,154,3
3,188,155,3
3,200,120,3
3,192,158,3
3,193,116,3
2,201,117,3
2,176,123,3
3,224,146,3
3,192,125,3
2,227,136,3
3,204,155,3
3,201,122,3
2,184,158,3
2,200,166,3
3,201,119,3
1,213,130,3
3,201,122,3
3,205,154,3
2,204,112,3
3,204,122,3
2,173,134,3
4,215,209,3
2,173,132,3
3,196,160,3
3,194,159,3
2,145,129,3
3,199,158,3
3,195,152,3
2,205,152,3
3,201,199,3
3,200,153,3
7,183,221,4
6,178,239,4
7,172,255,4
6,177,230,4
6,181,220,4
6,180,255,4
7,165,255,4
7,180,218,4
7,169,255,4
6,173,255,4
7,166,255,4
7,172,255,4
7,174,255,4
7,169,255,4
6,166,216,4
7,171,255,4
7,184,255,4
6,181,255,4
6,172,214,4
7,177,255,4
7,168,255,4
7,172,255,4
6,180,220,4
6,169,255,4
7,178,255,4
7,164,255,4
7,181,217,4
7,174,255,4
6,180,218,4
6,178,218,4
6,178,225,4
7,173,255,4
7,184,217,4
7,180,218,4
6,180,221,4
7,175,255,4
6,170,255,4
6,174,255,4
6,166,212,4
7,172,255,4
6,182,228,4
7,177,255,4
7,185,221,4
6,164,255,4
6,186,231,4
7,170,255,4
6,177,255,4
6,182,233,4
7,184,213,4
7,173,255,4
6,178,255,4
6,170,255,4
6,176,227,4
6,172,209,4
7,176,255,4
6,166,255,4
6,178,225,4
6,182,227,4
7,167,255,4
7,184,216,4
6,188,235,4
6,180,219,4
6,176,227,4
7,169,255,4
7,163,255,4
6,175,255,4
6,171,241,4
6,173,255,4
7,167,255,4
6,172,255,4
5,169,235,4
6,179,237,4
6,177,234,4
5,170,246,4
7,168,255,4
6,163,255,4
5,165,238,4
6,179,238,4
5,166,232,4
5,161,228,4
5,160,229,4
6,158,255,4
5,163,241,4
5,159,239,4
5,160,237,4
5,165,235,4
5,164,231,4
4,164,244,4
5,162,226,4
5,161,226,4
4,167,245,4
6,158,255,4
7,162,255,4
6,175,234,4
5,178,236,4
6,172,216,4
5,182,244,4
7,169,255,4
6,172,255,4
6,174,255,4
6,168,226,4
7,164,255,4
6,177,226,4
6,176,225,4
7,171,255,4
6,172,255,4
6,167,255,4
7,160,255,4
6,172,219,4
7,168,255,4
6,160,255,4
5,167,226,4
7,181,226,4
6,181,223,4
6,176,229,4
8,159,255,4
6,160,255,4
6,145,255,4
6,164,255,4
5,164,242,4
5,158,239,4
5,162,238,4
7,176,255,4
7,186,246,4
6,172,255,4
9,181,255,4
9,181,255,4
9,176,255,4
9,178,255,4
6,184,236,4
6,168,217,4
7,175,225,4
9,181,255,4
7,176,255,4
8,165,255,4
8,179,255,4
8,178,255,4
8,178,255,4
7,179,255,4
7,177,255,4
7,172,255,4
7,174,255,4
5,177,255,4
5,166,241,4
6,172,243,4
6,180,255,4
9,181,255,4
7,182,255,4
6,176,253,4
6,173,255,4
6,179,229,4
7,182,224,4
7,171,255,4
7,177,255,4
7,188,226,4
7,181,218,4
7,179,220,4
6,172,217,4
7,171,255,4
12,159,255,4
10,155,255,4
11,147,255,4
6,192,249,4
7,191,255,4
11,158,255,4
6,195,255,4
7,186,255,4
13,156,255,4
6,172,255,4
5,172,255,4
6,173,242,4
7,171,255,4
7,167,255,4
7,168,255,4
5,169,255,4
6,174,208,4
6,174,212,4
6,174,255,4
6,170,255,4
7,171,255,4
7,189,218,4
7,180,218,4
7,188,216,4
7,185,221,4
6,170,255,4
6,164,255,4
6,171,255,4
8,184,209,4
7,179,203,4
5,169,223,4
6,171,248,4
7,169,255,4
7,181,225,4
6,175,221,4
7,181,218,4
7,173,255,4
7,178,209,4
7,172,255,4
6,185,219,4
7,179,255,4
6,188,240,4
7,178,255,4
6,172,223,4
7,182,224,4
6,170,255,4
6,172,218,4
5,172,226,4
6,186,248,4
7,186,224,4
6,181,225,4
7,176,214,4
6,174,211,4
6,177,225,4
6,164,255,4
7,180,218,4
6,185,255,4
7,180,222,4
6,170,255,4
6,172,255,4
7,171,255,4
6,169,255,4
7,182,255,4
7,166,255,4
6,175,255,4
6,177,218,4
104,220,182,5
106,222,193,5
106,208,195,5
106,186,147,5
105,177,166,5
106,211,199,5
106,223,182,5
105,221,194,5
104,227,182,5
105,197,192,5
106,219,140,5
104,227,182,5
105,224,191,5
105,219,142,5
105,219,143,5
105,207,144,5
106,212,142,5
107,193,243,5
105,214,195,5
105,215,146,5
106,229,175,5
106,215,146,5
105,187,184,5
106,234,170,5
105,215,188,5
106,195,234,5
106,198,245,5
105,213,139,5
105,220,138,5
105,222,184,5
105,207,142,5
106,217,187,5
105,188,182,5
105,207,141,5
105,193,185,5
106,196,148,5
105,227,183,5
105,198,196,5
105,209,191,5
106,228,177,5
105,196,183,5
105,196,182,5
104,216,191,5
104,223,193,5
104,225,187,5
105,200,197,5
106,198,156,5
106,200,153,5
105,205,153,5
105,201,193,5
105,216,198,5
105,215,153,5
105,193,151,5
105,211,156,5
104,227,190,5
105,205,159,5
104,209,161,5
105,223,190,5
103,233,176,5
105,207,153,5
104,207,161,5
105,189,187,5
105,211,185,5
103,225,168,5
104,207,161,5
104,209,160,5
104,204,164,5
103,227,171,5
106,205,148,5
105,205,157,5
106,220,195,5
105,206,154,5
104,221,194,5
105,195,190,5
104,225,180,5
105,196,174,5
104,222,180,5
105,194,178,5
105,227,183,5
106,211,151,5
106,201,150,5
106,212,147,5
104,223,171,5
104,204,183,5
104,206,187,5
104,204,183,5
104,225,170,5
106,198,152,5
105,207,156,5
106,200,156,5
105,222,194,5
106,205,151,5
104,226,192,5
106,192,154,5
106,207,153,5
106,197,155,5
105,208,155,5
105,212,154,5
106,190,154,5
105,199,201,5
106,204,154,5
104,207,177,5
105,180,167,5
105,212,147,5
105,212,149,5
105,226,187,5
106,200,213,5
105,206,187,5
106,209,150,5
105,224,204,5
106,202,207,5
105,206,190,5
106,210,147,5
106,198,151,5
105,204,155,5
106,207,149,5
106,207,211,5
106,207,152,5
106,191,195,5
105,209,206,5
106,205,153,5
106,198,213,5
105,217,195,5
105,218,146,5
105,201,155,5
105,219,149,5
105,214,200,5
106,207,153,5
106,186,192,5
104,211,158,5
105,199,164,5
106,195,212,5
105,204,154,5
104,232,176,5
105,207,181,5
105,205,179,5
106,215,142,5
105,214,182,5
105,226,184,5
104,226,176,5
104,217,173,5
105,193,176,5
106,205,152,5
106,219,141,5
106,215,140,5
105,205,154,5
106,199,146,5
106,207,150,5
105,216,189,5
105,194,195,5
106,194,197,5
105,219,149,5
104,218,187,5
106,195,151,5
105,215,153,5
105,214,154,5
106,206,152,5
106,195,150,5
105,214,191,5
105,236,175,5
106,203,151,5
106,198,151,5
105,218,189,5
105,201,164,5
105,211,211,5
105,220,190,5
105,181,166,5
105,223,192,5
105,205,203,5
104,196,164,5
105,183,161,5
105,211,201,5
105,207,201,5
105,214,197,5
105,219,136,5
105,195,151,5
106,189,195,5
105,213,192,5
105,195,150,5
105,223,190,5
105,179,158,5
105,205,206,5
105,212,147,5
105,209,194,5
105,195,149,5
105,201,155,5
105,207,150,5
105,190,149,5
105,193,186,5
105,221,149,5
105,219,149,5
105,219,185,5
105,220,196,5
104,232,178,5
106,190,195,5
106,211,148,5
105,216,226,5
105,221,192,5
104,213,158,5
105,197,160,5
106,209,144,5
106,202,154,5
106,197,154,5
105,201,192,5
106,204,154,5
104,212,160,5
104,224,190,5
104,203,167,5
104,203,166,5
106,212,149,5
105,197,196,5
105,217,201,5
104,229,184,5
105,206,202,5
104,216,185,5
105,213,195,5
105,206,190,5
105,208,151,5
106,204,144,5
105,202,145,5
105,208,156,5
105,176,155,5
105,211,208,5
105,200,174,5
105,210,157,5
