,0,1,data_order,label_order,labels
222,58.53324,18.112127,True,False,3
223,10.597349,-16.781286,True,False,5
224,-9.180617,-55.430447,True,False,1
225,51.27703,-7.749459,False,True,-1
226,3.297689,-41.296215,False,True,-1
227,-3.5078685,23.419086,False,True,-1
228,-6.1291275,35.212276,False,True,-1
229,23.408533,18.97214,False,True,-1
230,-0.7581695,-51.679768,False,True,-1
231,49.39202,-8.955506,False,True,-1
232,6.189817,-48.897816,False,True,-1
233,-5.548167,-16.79438,False,True,-1
234,-8.565099,-59.20682,False,True,-1
235,58.808064,15.24482,False,True,-1
236,-8.274757,11.640866,False,True,-1
237,-11.697157,4.654195,False,True,-1
238,7.7994146,-17.43206,False,True,-1
239,22.401562,6.7039595,False,True,-1
240,24.19454,-6.439526,False,True,-1
241,56.645206,15.456175,False,True,-1
242,0.9998194,-15.961226,False,True,-1
243,-20.589716,-23.708868,False,True,-1
244,-27.618246,30.526346,False,True,-1
245,22.099258,11.519373,False,True,-1
246,-5.3770537,32.78678,False,True,-1
247,-5.3848605,27.269154,False,True,-1
248,-26.288174,25.292158,False,True,-1
249,-19.821543,39.155056,False,True,-1
250,-6.355944,26.869793,False,True,-1
251,1.5773419,-50.033436,False,True,-1
252,-26.482798,15.223457,False,True,-1
253,-47.820763,-5.8340416,False,True,-1
254,3.4807258,-43.47643,False,True,-1
255,24.619507,-1.3491673,False,True,-1
256,-4.746795,-54.63255,False,True,-1
257,2.0899057,-49.14394,False,True,-1
258,24.303965,-5.1566243,False,True,-1
259,6.6997375,-16.061087,False,True,-1
260,-26.741987,24.990963,False,True,-1
261,-15.126193,38.72645,False,True,-1
262,25.425373,19.649925,False,True,-1
263,-2.745514,22.197231,False,True,-1
264,49.40665,-10.569608,False,True,-1
265,50.985725,-6.9097605,False,True,-1
266,-9.840465,-17.716524,False,True,-1
267,26.922768,28.11337,False,True,-1
268,25.934338,25.58683,False,True,-1
269,52.316563,-4.4657283,False,True,-1
270,-28.501991,7.342901,True,False,4
271,-47.645912,-4.9286013,True,False,3
272,-47.343075,-6.752139,True,False,3
273,-6.462904,-58.678684,True,False,1
274,56.84599,9.369923,True,False,3
275,-26.289751,26.788609,True,False,4
276,-26.543901,9.906266,True,False,4
277,2.958548,-16.476019,True,False,5
278,52.394634,1.5986038,True,False,3
279,-21.930464,-24.86813,False,True,-1
280,-4.093451,22.573391,False,True,-1
281,-8.498268,-17.83295,False,True,-1
282,-6.8800435,32.222492,False,True,-1
283,-7.002676,25.088736,False,True,-1
284,-26.967297,21.558918,False,True,-1
285,-7.320193,31.846964,False,True,-1
286,-24.77481,29.448484,False,True,-1
287,23.810553,12.0472765,False,True,-1
288,-7.650206,-58.77804,False,True,-1
289,57.346905,10.251381,False,True,-1
290,-2.1201885,-16.259918,False,True,-1
291,58.177177,15.893408,False,True,-1
292,-6.7980313,-56.71997,False,True,-1
293,-3.0136201,-53.385258,False,True,-1
294,-26.65746,9.63845,False,True,-1
295,24.707952,0.98188335,False,True,-1
296,20.558817,11.204651,False,True,-1
297,-5.1954565,35.213074,False,True,-1
298,-2.5878663,28.772533,False,True,-1
299,20.155182,11.525217,False,True,-1
300,25.715029,27.3863,False,True,-1
301,24.644852,20.21115,False,True,-1
302,2.1900558,-46.824425,False,True,-1
303,-6.75863,37.17314,False,True,-1
304,-13.078304,-18.347872,False,True,-1
305,53.503857,0.25854203,False,True,-1
306,23.486914,-4.0977273,False,True,-1
307,-7.1596146,9.884788,False,True,-1
308,-1.4733224,-47.25922,False,True,-1
309,25.085379,-4.7245116,False,True,-1
310,5.2650666,-16.873936,False,True,-1
311,56.4169,4.82532,False,True,-1
312,-11.950016,-57.068314,False,True,-1
313,25.496952,-0.4320773,False,True,-1
314,-7.293375,18.814066,False,True,-1
315,-21.416,-24.064507,False,True,-1
316,-28.187555,31.844389,False,True,-1
317,-29.021158,26.211462,False,True,-1
318,-20.742771,-22.227621,False,True,-1
319,-20.8098,35.134525,False,True,-1
320,1.954539,-47.224747,False,True,-1
321,49.1862,-9.599924,False,True,-1
322,-13.34038,-18.460257,False,True,-1
323,1.8307173,-50.430084,False,True,-1
324,57.938057,17.309063,True,False,3
325,22.100891,-0.5191633,True,False,2
326,-27.762268,17.088215,True,False,4
327,24.117437,-5.5923896,True,False,0
328,-27.084766,9.937074,True,False,4
329,21.182108,8.563594,True,False,0
330,11.928206,-17.015087,True,False,5
331,56.83015,15.583141,True,False,3
332,54.305565,7.871369,True,False,3
333,25.7166,21.414333,False,True,-1
334,-4.321761,25.53555,False,True,-1
335,20.861282,9.253257,False,True,-1
336,6.836267,-48.828724,False,True,-1
337,23.99138,17.278719,False,True,-1
338,-0.56907773,-52.072304,False,True,-1
339,8.098252,-49.26846,False,True,-1
340,3.2973702,-50.88961,False,True,-1
341,52.324825,2.650272,False,True,-1
342,8.6638365,-16.857645,False,True,-1
343,-27.585438,9.202002,False,True,-1
344,-4.8079114,18.510925,False,True,-1
345,-26.556118,7.7117167,False,True,-1
346,5.8129034,-16.85645,False,True,-1
347,-27.62829,22.886717,False,True,-1
348,-12.635543,5.6415563,False,True,-1
349,25.160112,-0.45244333,False,True,-1
350,-26.64999,22.079464,False,True,-1
351,-19.667665,37.687214,False,True,-1
352,-3.25923,26.324251,False,True,-1
353,-12.812081,-19.423315,False,True,-1
354,-6.3755355,35.324394,False,True,-1
355,-6.083022,28.11589,False,True,-1
356,-46.76863,-7.5549216,False,True,-1
357,-20.369139,-22.562761,False,True,-1
358,-15.0972805,-19.577839,False,True,-1
359,2.6729352,-45.64916,False,True,-1
360,-10.350775,3.9517405,False,True,-1
361,6.6370797,-15.789367,False,True,-1
362,22.864481,4.4678283,False,True,-1
363,-9.675406,8.920763,False,True,-1
364,-6.4499083,-56.71697,False,True,-1
365,-2.644,-16.59203,False,True,-1
366,-11.3026705,-57.131744,False,True,-1
367,8.3275175,-17.35301,False,True,-1
368,54.413162,7.1077547,False,True,-1
369,-18.982967,37.12706,False,True,-1
370,-45.958714,-9.147303,False,True,-1
371,2.366108,-41.210697,False,True,-1
372,11.810501,-46.42419,False,True,-1
373,52.44583,-5.857096,False,True,-1
374,55.188015,1.1758767,False,True,-1
375,-7.1733613,37.012794,False,True,-1
376,-20.528406,37.411934,False,True,-1
377,23.277855,17.026672,False,True,-1
378,-47.676178,-5.627249,True,False,3
379,1.72536,-41.23744,True,False,1
380,-20.672684,-23.61134,True,False,5
381,-7.8719597,14.899037,True,False,2
382,24.298164,16.1759,True,False,0
383,-19.707092,37.231747,True,False,4
384,24.820822,6.646779,True,False,0
385,53.726315,0.91103256,True,False,3
386,-7.4627886,32.28851,True,False,2
387,-13.938256,40.030777,False,True,-1
388,-6.3290367,38.263157,False,True,-1
389,-25.392517,-26.662212,False,True,-1
390,26.594519,31.483175,False,True,-1
391,-7.9511647,37.833607,False,True,-1
392,-44.28668,-11.292535,False,True,-1
393,48.18459,-12.124382,False,True,-1
394,48.704517,-11.296182,False,True,-1
395,26.18138,28.260012,False,True,-1
396,21.002186,9.560594,False,True,-1
397,25.667624,18.183767,False,True,-1
398,9.721047,-48.1469,False,True,-1
399,-1.9722279,-16.927422,False,True,-1
400,4.0085278,-45.17982,False,True,-1
401,-17.41309,37.910698,False,True,-1
402,6.7713246,-16.427456,False,True,-1
403,-0.19377524,-51.713005,False,True,-1
404,25.870884,24.234766,False,True,-1
405,-12.996475,39.459095,False,True,-1
406,26.037708,28.95192,False,True,-1
407,-22.610647,-24.063286,False,True,-1
408,-26.456364,-25.59922,False,True,-1
409,-14.148815,40.004627,False,True,-1
410,-22.378529,-23.342846,False,True,-1
411,48.14455,-12.188093,False,True,-1
412,-25.515219,-25.889536,False,True,-1
413,-14.759905,40.511063,False,True,-1
414,-9.160558,-58.724396,False,True,-1
415,-6.807095,-59.13887,False,True,-1
416,-4.604958,18.839819,False,True,-1
417,24.33552,-5.2549167,False,True,-1
418,56.649284,15.443183,False,True,-1
419,-26.967297,21.55892,False,True,-1
420,-11.868064,-57.22305,False,True,-1
421,56.4788,15.752494,False,True,-1
422,54.49631,7.680578,False,True,-1
423,-21.9506,35.461323,False,True,-1
424,-28.262833,26.048098,False,True,-1
425,-4.4557095,17.955364,False,True,-1
426,-5.21671,32.2804,False,True,-1
427,-10.018936,-18.604462,False,True,-1
428,-5.3663487,19.801579,False,True,-1
429,7.833561,-47.78018,False,True,-1
430,2.421022,-49.765564,False,True,-1
431,-7.611329,19.702738,False,True,-1
432,-9.870781,6.2252297,True,False,2
433,-6.1741414,-58.406193,True,False,1
434,-27.856918,21.58411,True,False,4
435,-10.050417,-57.88187,True,False,1
436,25.227057,-0.9457299,True,False,0
437,-3.680669,-53.94083,True,False,1
438,23.787798,-5.256148,True,False,0
439,-10.412739,11.835851,True,False,2
440,0.12769641,-17.004522,True,False,5
441,9.836858,-48.3354,False,True,-1
442,-16.204779,-19.696365,False,True,-1
443,-28.006437,30.342571,False,True,-1
444,25.646307,28.312935,False,True,-1
445,-19.659176,37.16323,False,True,-1
446,23.72267,16.614004,False,True,-1
447,49.18691,-10.140245,False,True,-1
448,-15.037453,-18.972906,False,True,-1
449,-7.0844536,-16.979925,False,True,-1
450,-28.368753,7.7965393,False,True,-1
451,57.573692,11.091057,False,True,-1
452,-4.3743544,18.934649,False,True,-1
453,-27.256403,8.145624,False,True,-1
454,55.825077,10.437164,False,True,-1
455,-26.830013,24.559908,False,True,-1
456,10.977346,-17.51108,False,True,-1
457,-11.00496,11.588114,False,True,-1
458,54.11724,7.867422,False,True,-1
459,51.522537,-5.7368917,False,True,-1
460,24.185797,15.8337,False,True,-1
461,0.08635293,-45.805363,False,True,-1
462,-5.7531605,33.92307,False,True,-1
463,4.9581413,-43.401173,False,True,-1
464,55.722904,2.4740872,False,True,-1
465,27.580774,24.333912,False,True,-1
466,6.1900043,-48.88075,False,True,-1
467,53.039856,2.8013806,False,True,-1
468,23.784718,-3.9069004,False,True,-1
469,22.648098,3.4894788,False,True,-1
470,-3.344982,21.833765,False,True,-1
471,8.048816,-16.537052,False,True,-1
472,-7.605048,13.306513,False,True,-1
473,-4.603359,20.980064,False,True,-1
474,10.39593,-16.998285,False,True,-1
475,-28.214762,14.148059,False,True,-1
476,-1.7457173,-52.551403,False,True,-1
477,-16.188192,38.507114,False,True,-1
478,-45.541893,-9.752868,False,True,-1
479,2.8649886,-41.18357,False,True,-1
480,-23.671305,-25.063942,False,True,-1
481,-19.417881,-22.492134,False,True,-1
482,-27.480026,30.092363,False,True,-1
483,27.330778,28.169207,False,True,-1
484,50.985725,-6.9097605,False,True,-1
485,-5.85735,27.485445,False,True,-1
486,8.543439,-17.259632,True,False,5
487,4.6456623,-15.863476,True,False,5
488,-1.0765013,-46.244022,True,False,1
489,-12.135805,4.819782,True,False,2
490,-28.778027,12.84381,True,False,4
491,23.5311,7.1308475,True,False,0
492,-12.976278,4.8822994,True,False,2
493,-7.6618485,-56.20807,True,False,1
494,-8.706618,20.055807,True,False,2
495,-22.441841,-25.225689,False,True,-1
496,-46.280945,-8.136414,False,True,-1
497,1.5149955,-41.32649,False,True,-1
498,-19.556967,39.162086,False,True,-1
499,-16.47281,-21.13668,False,True,-1
500,-26.223162,25.677675,False,True,-1
501,-19.560078,39.78338,False,True,-1
502,51.96671,-3.6701572,False,True,-1
503,-8.317495,19.859688,False,True,-1
504,58.878407,15.637242,False,True,-1
505,24.05559,-1.7358128,False,True,-1
506,56.367496,8.955252,False,True,-1
507,24.810696,-4.161219,False,True,-1
508,25.314493,-0.7332748,False,True,-1
509,54.931473,2.6355503,False,True,-1
510,-12.675572,6.374912,False,True,-1
511,-10.412676,11.835802,False,True,-1
512,-26.431866,26.381413,False,True,-1
513,25.236526,23.523432,False,True,-1
514,-15.504405,-20.263466,False,True,-1
515,21.395943,11.455163,False,True,-1
516,9.637928,-48.28514,False,True,-1
517,7.1436806,-44.382095,False,True,-1
518,23.123379,11.948863,False,True,-1
519,9.989415,-48.560364,False,True,-1
520,-20.571138,36.440006,False,True,-1
521,-4.6701913,-17.068499,False,True,-1
522,-9.207535,-58.799866,False,True,-1
523,-8.368149,-58.26594,False,True,-1
524,-26.930246,18.624598,False,True,-1
525,58.412468,14.883021,False,True,-1
526,-9.08714,11.9071865,False,True,-1
527,-1.5266389,-16.816807,False,True,-1
528,-26.512903,7.2647886,False,True,-1
529,-9.014414,12.13216,False,True,-1
530,54.286125,6.893141,False,True,-1
531,-22.150528,-24.385086,False,True,-1
532,-15.259373,-19.959343,False,True,-1
533,22.542086,13.171289,False,True,-1
534,-17.811035,38.02008,False,True,-1
535,52.01587,-4.8778934,False,True,-1
536,-3.5398633,23.803343,False,True,-1
537,27.360085,25.015196,False,True,-1
538,5.357262,-48.134968,False,True,-1
539,54.59536,0.95059633,False,True,-1
540,6.5527296,-17.08457,True,False,5
541,-27.928055,19.659155,True,False,4
542,2.0354276,-46.647858,True,False,1
543,-27.92569,13.177535,True,False,4
544,3.62916,-16.496426,True,False,5
545,52.973095,1.1693137,True,False,3
546,-12.657487,4.542227,True,False,2
547,-10.695411,-55.90677,True,False,1
548,-2.2850213,-54.81165,True,False,1
549,25.14431,17.974615,False,True,-1
550,1.9240266,-46.50573,False,True,-1
551,22.19257,3.772118,False,True,-1
552,-5.0907526,30.99884,False,True,-1
553,2.0927234,-49.58132,False,True,-1
554,0.073326424,-17.17849,False,True,-1
555,24.220163,20.71874,False,True,-1
556,24.172081,12.5486355,False,True,-1
557,23.10586,6.1600003,False,True,-1
558,-6.472631,-59.31673,False,True,-1
559,3.624457,-16.124825,False,True,-1
560,-8.047271,-18.445438,False,True,-1
561,10.36089,-17.53598,False,True,-1
562,-10.710127,10.224789,False,True,-1
563,56.365883,6.6206584,False,True,-1
564,11.163414,-17.502638,False,True,-1
565,-11.148407,-56.769627,False,True,-1
566,-4.2492557,-54.29749,False,True,-1
567,-44.935585,-10.483953,False,True,-1
568,-27.669165,29.767244,False,True,-1
569,-27.914932,22.540396,False,True,-1
570,-20.274513,-22.660294,False,True,-1
571,-22.533913,35.09246,False,True,-1
572,55.119404,1.9737318,False,True,-1
573,-16.320194,-20.60515,False,True,-1
574,-6.369571,28.297089,False,True,-1
575,-26.636015,25.724876,False,True,-1
576,-28.69257,7.2106643,False,True,-1
577,-7.547893,10.315353,False,True,-1
578,-5.753425,16.782951,False,True,-1
579,-10.592138,6.8523574,False,True,-1
580,56.811085,9.884382,False,True,-1
581,21.715403,7.9196324,False,True,-1
582,58.03522,17.561844,False,True,-1
583,56.71619,15.05174,False,True,-1
584,54.040302,7.08641,False,True,-1
585,-21.009083,35.25228,False,True,-1
586,24.754498,16.65809,False,True,-1
587,-47.083637,-6.609569,False,True,-1
588,-18.476263,37.658764,False,True,-1
589,24.05515,16.999271,False,True,-1
590,23.682331,13.477284,False,True,-1
591,-6.6974325,35.749325,False,True,-1
592,7.4102283,-43.354576,False,True,-1
593,-5.626665,24.461235,False,True,-1
594,22.913618,3.7862225,True,False,0
595,-11.980893,-19.121988,True,False,5
596,-21.646097,-24.54705,True,False,5
597,-47.032974,-5.137489,True,False,3
598,-45.462364,-7.7675247,True,False,3
599,-26.614193,-24.677845,True,False,5
600,-27.920227,19.676214,True,False,4
601,-12.668258,-18.120247,True,False,5
602,-6.144111,36.20296,True,False,2
603,-43.376755,-12.449663,False,True,-1
604,-26.456364,-25.599218,False,True,-1
605,-13.214874,39.3731,False,True,-1
606,-43.33563,-12.507186,False,True,-1
607,26.218374,31.414398,False,True,-1
608,25.565199,30.696606,False,True,-1
609,26.858711,31.85068,False,True,-1
610,-43.382416,-12.443098,False,True,-1
611,-26.24647,-26.226332,False,True,-1
612,-26.4869,6.368817,False,True,-1
613,-9.093547,7.387955,False,True,-1
614,1.7626321,-15.805288,False,True,-1
615,-27.73659,7.9764013,False,True,-1
616,7.0043325,-17.648867,False,True,-1
617,21.742228,7.917604,False,True,-1
618,24.974243,-6.1881957,False,True,-1
619,25.699533,-0.62739414,False,True,-1
620,-1.2138568,-52.325027,False,True,-1
621,-2.5872943,29.6853,False,True,-1
622,2.779517,-41.53329,False,True,-1
623,-47.2655,-5.9397445,False,True,-1
624,-3.70566,32.129715,False,True,-1
625,3.6981792,-41.68091,False,True,-1
626,0.7908131,-46.660583,False,True,-1
627,49.744614,-8.776923,False,True,-1
628,-24.592743,33.37869,False,True,-1
629,1.8150147,-48.824375,False,True,-1
630,-7.7672377,-59.562725,False,True,-1
631,-7.795558,9.783175,False,True,-1
632,-27.3653,21.153162,False,True,-1
633,-11.281052,5.1975923,False,True,-1
634,-10.596696,10.928077,False,True,-1
635,-3.3661141,-53.131603,False,True,-1
636,-12.368272,2.798513,False,True,-1
637,-28.813736,13.043558,False,True,-1
638,-1.3472,-16.186157,False,True,-1
639,-3.6697435,31.100126,False,True,-1
640,-46.49927,-6.701806,False,True,-1
641,23.360664,6.8059926,False,True,-1
642,-18.498737,38.3561,False,True,-1
643,-25.262814,31.559023,False,True,-1
644,24.487906,11.0360365,False,True,-1
645,12.083026,-46.589195,False,True,-1
646,6.5808144,-42.82533,False,True,-1
647,54.602806,1.3632686,False,True,-1
648,24.555958,-7.1436396,True,False,0
649,9.906772,-17.644192,True,False,5
650,5.441621,-17.782518,True,False,5
651,58.691082,17.65162,True,False,3
652,25.214357,-5.439465,True,False,0
653,-27.950066,16.28026,True,False,4
654,24.738525,-6.7234516,True,False,0
655,56.638424,16.195263,True,False,3
656,-7.685844,16.668095,True,False,2
657,-45.324436,-9.485903,False,True,-1
658,-2.810746,24.560244,False,True,-1
659,-3.9156656,18.822554,False,True,-1
660,22.994371,19.634241,False,True,-1
661,3.9425533,-41.27254,False,True,-1
662,1.1360011,-44.909386,False,True,-1
663,-18.80947,39.332996,False,True,-1
664,6.372914,-43.013145,False,True,-1
665,54.24799,2.4733207,False,True,-1
666,-27.245632,8.143559,False,True,-1
667,3.2963393,-16.544855,False,True,-1
668,-47.032528,-5.624016,False,True,-1
669,-27.351002,10.786526,False,True,-1
670,-7.6186166,13.635631,False,True,-1
671,-3.9722838,21.355951,False,True,-1
672,10.257391,-17.522625,False,True,-1
673,22.098919,8.0917425,False,True,-1
674,-26.636036,25.72494,False,True,-1
675,10.081584,-46.994576,False,True,-1
676,25.064108,19.857994,False,True,-1
677,22.292393,12.095359,False,True,-1
678,-13.957787,39.60235,False,True,-1
679,-44.761646,-10.0400095,False,True,-1
680,-45.859097,-7.175323,False,True,-1
681,-23.390282,-25.72135,False,True,-1
682,50.164185,-7.4056506,False,True,-1
683,22.963295,18.979136,False,True,-1
684,-8.739093,-58.92258,False,True,-1
685,25.10163,-3.8754845,False,True,-1
686,-1.1273196,-47.27814,False,True,-1
687,-10.193575,-57.99151,False,True,-1
688,-7.4500766,-57.404034,False,True,-1
689,-4.730811,18.065262,False,True,-1
690,24.882187,-6.5916734,False,True,-1
691,-7.80908,-55.731243,False,True,-1
