8,215,202,4,4
8,214,210,4,4
9,236,202,4,4
2,208,159,3,4
2,205,160,3,4
2,200,160,3,4
25,235,202,2,4
3,197,164,3,4
110,206,132,-1,4
2,197,131,-1,4
2,195,132,-1,4
110,209,132,-1,4
26,226,169,-1,4
8,227,173,-1,4
83,6,175,-1,4
80,13,167,-1,4
110,206,133,-1,4
8,210,204,-1,4
111,12,211,-1,4
24,229,204,-1,4
9,236,201,-1,4
98,14,207,-1,4
69,150,131,-1,4
25,229,198,-1,4
3,194,163,-1,4
25,240,205,-1,4
110,215,120,-1,4
110,204,124,-1,4
110,206,128,-1,4
25,226,166,-1,4
68,154,103,-1,4
68,147,107,-1,4
9,229,175,-1,4
2,198,135,-1,4
8,227,175,-1,4
111,10,204,-1,4
70,137,124,-1,4
2,181,162,-1,4
109,229,146,-1,4
109,231,147,-1,4
109,233,151,-1,4
25,223,191,-1,4
69,155,122,-1,4
70,150,126,-1,4
68,153,95,-1,4
24,215,161,-1,4
68,143,98,-1,4
80,14,164,-1,4
8,228,160,-1,4
83,6,163,-1,4
80,9,165,-1,4
25,235,163,-1,4
83,6,165,-1,4
24,226,194,2,5
110,185,156,5,5
70,153,123,0,5
103,14,201,1,5
25,246,197,2,5
110,208,159,5,5
69,153,125,0,5
25,231,201,2,5
69,148,131,0,5
8,226,168,-1,5
25,221,166,-1,5
96,8,170,-1,5
8,229,166,-1,5
70,163,102,-1,5
110,213,126,-1,5
80,9,169,-1,5
8,226,168,-1,5
8,228,170,-1,5
3,188,160,-1,5
2,179,162,-1,5
25,231,202,-1,5
109,227,153,-1,5
109,233,151,-1,5
69,155,127,-1,5
2,196,159,-1,5
90,8,201,-1,5
87,11,207,-1,5
3,206,134,-1,5
8,217,166,-1,5
3,191,128,-1,5
2,200,130,-1,5
2,203,128,-1,5
69,156,102,-1,5
66,147,109,-1,5
55,9,165,-1,5
110,208,125,-1,5
110,188,156,-1,5
108,18,209,-1,5
110,200,159,-1,5
2,201,155,-1,5
9,236,202,-1,5
69,150,126,-1,5
25,227,200,-1,5
3,196,161,-1,5
9,225,207,-1,5
83,6,165,-1,5
7,213,164,-1,5
7,210,165,-1,5
25,229,165,-1,5
80,9,165,-1,5
67,151,105,-1,5
109,208,126,-1,5
25,227,163,-1,5
25,229,165,-1,5
24,207,191,2,6
110,192,158,5,6
116,14,216,1,6
69,169,118,0,6
109,235,151,5,6
69,155,125,0,6
110,215,154,5,6
69,150,126,0,6
25,236,201,2,6
110,210,128,-1,6
96,8,167,-1,6
96,8,169,-1,6
25,232,166,-1,6
25,233,164,-1,6
8,225,170,-1,6
67,153,106,-1,6
83,6,166,-1,6
110,208,130,-1,6
3,184,157,-1,6
8,213,203,-1,6
103,10,209,-1,6
25,242,194,-1,6
101,11,202,-1,6
68,155,127,-1,6
98,14,203,-1,6
109,219,154,-1,6
9,233,208,-1,6
3,197,131,-1,6
2,198,125,-1,6
2,196,130,-1,6
55,9,165,-1,6
3,204,127,-1,6
8,224,165,-1,6
67,154,105,-1,6
25,232,166,-1,6
25,229,167,-1,6
2,184,157,-1,6
8,209,198,-1,6
111,13,211,-1,6
25,238,194,-1,6
93,14,202,-1,6
70,155,127,-1,6
96,13,203,-1,6
110,214,154,-1,6
9,233,208,-1,6
2,197,131,-1,6
2,198,126,-1,6
2,194,129,-1,6
55,9,165,-1,6
3,197,127,-1,6
8,223,167,-1,6
67,151,105,-1,6
25,232,166,-1,6
25,226,168,-1,6
110,185,164,5,7
71,136,135,0,7
110,203,171,5,7
25,227,206,2,7
109,201,164,5,7
71,140,138,0,7
2,179,172,3,7
2,177,173,3,7
71,154,137,0,7
2,195,131,-1,7
68,132,109,-1,7
7,200,168,-1,7
3,184,131,-1,7
80,14,168,-1,7
110,185,127,-1,7
8,218,173,-1,7
109,204,124,-1,7
25,216,169,-1,7
111,10,205,-1,7
2,177,161,-1,7
103,10,212,-1,7
69,147,124,-1,7
25,245,198,-1,7
9,240,208,-1,7
109,225,155,-1,7
109,217,155,-1,7
109,204,160,-1,7
67,145,104,-1,7
83,6,164,-1,7
83,6,164,-1,7
25,228,169,-1,7
8,232,166,-1,7
87,14,167,-1,7
9,231,170,-1,7
2,195,129,-1,7
2,194,129,-1,7
8,208,199,-1,7
8,223,198,-1,7
113,18,214,-1,7
25,235,194,-1,7
2,208,156,-1,7
8,229,206,-1,7
25,230,193,-1,7
80,8,193,-1,7
71,146,129,-1,7
2,194,129,-1,7
25,214,162,-1,7
24,208,161,-1,7
83,6,164,-1,7
69,157,101,-1,7
110,204,125,-1,7
25,232,166,-1,7
8,226,165,-1,7
68,148,105,-1,7
110,205,151,5,8
111,10,204,1,8
70,150,126,0,8
110,215,152,5,8
98,14,202,1,8
9,228,206,4,8
2,179,158,3,8
3,184,162,3,8
98,13,209,1,8
83,6,177,-1,8
25,216,169,-1,8
25,223,168,-1,8
67,149,107,-1,8
70,164,107,-1,8
110,214,131,-1,8
110,214,131,-1,8
8,231,171,-1,8
69,149,108,-1,8
24,203,193,-1,8
112,18,207,-1,8
111,11,209,-1,8
90,7,194,-1,8
110,223,152,-1,8
9,234,207,-1,8
103,11,205,-1,8
25,225,196,-1,8
8,223,207,-1,8
68,150,99,-1,8
83,6,164,-1,8
2,180,125,-1,8
25,229,166,-1,8
8,225,161,-1,8
110,204,122,-1,8
67,154,103,-1,8
68,154,103,-1,8
25,224,164,-1,8
2,173,158,-1,8
70,134,130,-1,8
110,224,158,-1,8
9,238,196,-1,8
2,211,152,-1,8
69,162,121,-1,8
9,226,203,-1,8
110,211,152,-1,8
110,212,154,-1,8
7,217,161,-1,8
2,180,125,-1,8
24,210,159,-1,8
2,204,126,-1,8
25,231,159,-1,8
25,228,159,-1,8
8,226,167,-1,8
2,195,127,-1,8
2,197,127,-1,8
113,19,216,1,9
2,188,157,3,9
8,223,209,4,9
2,204,155,3,9
26,231,198,2,9
2,189,163,3,9
25,219,199,2,9
25,224,199,2,9
25,230,203,2,9
83,6,165,-1,9
83,8,157,-1,9
110,199,121,-1,9
25,233,162,-1,9
2,191,121,-1,9
109,207,122,-1,9
9,235,166,-1,9
69,160,97,-1,9
2,185,124,-1,9
69,160,126,-1,9
110,185,154,-1,9
2,207,159,-1,9
25,242,194,-1,9
9,241,201,-1,9
109,190,156,-1,9
3,210,154,-1,9
109,217,154,-1,9
2,198,162,-1,9
68,154,99,-1,9
68,153,102,-1,9
68,144,102,-1,9
9,235,164,-1,9
110,218,120,-1,9
8,227,164,-1,9
83,6,170,-1,9
83,6,166,-1,9
25,227,165,-1,9
8,214,201,-1,9
8,214,204,-1,9
103,10,209,-1,9
69,169,119,-1,9
69,168,120,-1,9
2,210,160,-1,9
109,217,154,-1,9
67,151,127,-1,9
9,234,207,-1,9
67,151,104,-1,9
90,9,165,-1,9
110,208,123,-1,9
66,8,166,-1,9
80,9,165,-1,9
8,227,165,-1,9
25,243,169,-1,9
25,236,163,-1,9
110,213,125,-1,9
71,137,132,0,10
110,192,164,5,10
103,12,218,1,10
109,218,159,5,10
109,206,162,5,10
70,139,135,0,10
110,195,160,5,10
3,181,166,3,10
25,226,210,2,10
8,216,171,-1,10
67,136,103,-1,10
110,195,124,-1,10
55,9,165,-1,10
8,213,165,-1,10
2,175,129,-1,10
109,209,122,-1,10
83,6,166,-1,10
68,143,104,-1,10
110,21,214,-1,10
8,206,202,-1,10
2,183,164,-1,10
25,241,195,-1,10
2,205,156,-1,10
70,155,127,-1,10
69,157,126,-1,10
25,232,199,-1,10
9,245,210,-1,10
25,220,167,-1,10
25,221,165,-1,10
8,222,169,-1,10
9,228,170,-1,10
26,232,165,-1,10
8,228,168,-1,10
110,210,131,-1,10
2,196,130,-1,10
8,227,173,-1,10
2,178,157,-1,10
8,219,204,-1,10
25,232,202,-1,10
98,14,199,-1,10
96,13,201,-1,10
70,149,126,-1,10
69,152,124,-1,10
25,233,198,-1,10
2,196,161,-1,10
2,195,132,-1,10
110,209,121,-1,10
96,8,168,-1,10
2,202,126,-1,10
69,159,99,-1,10
110,202,125,-1,10
83,6,167,-1,10
83,6,166,-1,10
25,226,167,-1,10
9,229,203,-1,11
25,218,200,-1,11
2,207,161,-1,11
109,207,160,-1,11
95,15,209,-1,11
109,220,161,-1,11
25,252,196,-1,11
9,228,206,-1,11
9,227,209,-1,11
110,214,125,-1,11
25,221,165,-1,11
90,9,168,-1,11
9,235,163,-1,11
69,162,100,-1,11
110,208,124,-1,11
25,241,167,-1,11
110,204,125,-1,11
87,14,168,-1,11
103,10,209,-1,11
106,18,213,-1,11
110,205,163,-1,11
2,214,154,-1,11
109,230,154,-1,11
9,244,210,-1,11
9,235,204,-1,11
69,146,130,-1,11
3,195,163,-1,11
3,205,132,-1,11
68,148,102,-1,11
110,197,123,-1,11
50,8,170,-1,11
8,232,167,-1,11
2,196,128,-1,11
25,228,170,-1,11
68,164,106,-1,11
110,206,128,-1,11
70,140,124,-1,11
116,17,206,-1,11
24,219,203,-1,11
2,218,153,-1,11
2,207,157,-1,11
90,8,197,-1,11
106,11,205,-1,11
9,224,208,-1,11
2,189,163,-1,11
67,141,107,-1,11
25,224,165,-1,11
68,145,103,-1,11
66,146,108,-1,11
25,230,163,-1,11
2,195,126,-1,11
68,153,106,-1,11
25,232,163,-1,11
8,225,170,-1,11
70,143,128,-1,12
2,179,163,-1,12
24,213,206,-1,12
25,241,199,-1,12
2,205,161,-1,12
2,206,166,-1,12
8,232,208,-1,12
98,18,213,-1,12
9,228,215,-1,12
110,210,131,-1,12
25,217,168,-1,12
68,147,106,-1,12
25,228,169,-1,12
25,228,168,-1,12
2,191,131,-1,12
110,213,133,-1,12
2,196,135,-1,12
110,208,135,-1,12
8,214,197,-1,12
110,190,150,-1,12
24,235,200,-1,12
25,243,190,-1,12
90,8,194,-1,12
69,160,123,-1,12
110,214,148,-1,12
8,226,195,-1,12
87,8,200,-1,12
67,148,98,-1,12
110,214,118,-1,12
83,6,164,-1,12
55,9,165,-1,12
68,162,96,-1,12
83,6,163,-1,12
2,196,135,-1,12
8,229,166,-1,12
83,6,165,-1,12
111,13,198,-1,12
8,222,198,-1,12
24,217,198,-1,12
110,208,147,-1,12
110,229,147,-1,12
9,242,199,-1,12
3,205,153,-1,12
69,151,125,-1,12
3,190,158,-1,12
8,226,166,-1,12
69,156,95,-1,12
68,147,99,-1,12
110,216,119,-1,12
8,223,158,-1,12
83,6,160,-1,12
25,233,163,-1,12
68,162,97,-1,12
2,199,127,-1,12
25,226,194,-1,13
25,217,193,-1,13
110,229,156,-1,13
9,233,198,-1,13
25,250,195,-1,13
69,150,126,-1,13
25,228,197,-1,13
2,199,157,-1,13
69,162,122,-1,13
8,226,167,-1,13
83,8,160,-1,13
8,221,165,-1,13
25,227,166,-1,13
110,220,125,-1,13
69,156,100,-1,13
80,9,172,-1,13
87,14,170,-1,13
2,204,132,-1,13
110,190,154,-1,13
25,214,197,-1,13
71,138,131,-1,13
2,209,150,-1,13
70,164,120,-1,13
8,240,204,-1,13
95,16,201,-1,13
8,226,203,-1,13
2,187,164,-1,13
8,227,164,-1,13
110,199,123,-1,13
1,182,126,-1,13
110,199,124,-1,13
8,225,161,-1,13
110,209,127,-1,13
25,233,165,-1,13
69,154,101,-1,13
25,225,161,-1,13
8,206,203,-1,13
109,10,204,-1,13
2,179,163,-1,13
2,214,150,-1,13
2,212,153,-1,13
25,237,198,-1,13
101,10,202,-1,13
70,145,126,-1,13
90,8,204,-1,13
110,209,123,-1,13
83,6,164,-1,13
68,143,101,-1,13
110,209,121,-1,13
80,9,165,-1,13
2,194,126,-1,13
68,153,107,-1,13
8,224,165,-1,13
110,206,124,-1,13
25,209,194,-1,14
110,190,158,-1,14
112,18,215,-1,14
110,233,150,-1,14
2,211,154,-1,14
69,149,127,-1,14
104,16,208,-1,14
9,224,206,-1,14
3,188,161,-1,14
110,212,127,-1,14
96,8,165,-1,14
69,145,102,-1,14
25,232,165,-1,14
87,14,166,-1,14
25,223,161,-1,14
25,232,166,-1,14
8,230,162,-1,14
110,214,124,-1,14
110,190,153,-1,14
8,219,199,-1,14
70,158,123,-1,14
70,166,119,-1,14
25,247,196,-1,14
80,8,199,-1,14
8,228,207,-1,14
3,195,161,-1,14
109,210,157,-1,14
3,197,131,-1,14
25,224,163,-1,14
69,145,102,-1,14
67,149,107,-1,14
110,219,121,-1,14
69,159,99,-1,14
3,202,134,-1,14
25,236,162,-1,14
3,204,130,-1,14
8,211,201,-1,14
2,175,158,-1,14
71,138,133,-1,14
98,14,201,-1,14
69,162,122,-1,14
2,208,159,-1,14
9,235,203,-1,14
9,234,205,-1,14
25,231,202,-1,14
83,6,166,-1,14
83,6,165,-1,14
90,9,165,-1,14
109,196,120,-1,14
8,230,163,-1,14
3,198,126,-1,14
9,233,171,-1,14
110,213,122,-1,14
25,228,162,-1,14
111,10,203,-1,15
1,175,160,-1,15
111,192,158,-1,15
25,243,193,-1,15
8,237,201,-1,15
69,149,126,-1,15
98,14,203,-1,15
110,190,154,-1,15
8,229,206,-1,15
24,217,166,-1,15
69,147,99,-1,15
2,192,126,-1,15
55,9,165,-1,15
80,9,166,-1,15
69,156,100,-1,15
67,154,104,-1,15
83,6,164,-1,15
110,206,126,-1,15
2,180,157,-1,15
70,135,128,-1,15
2,204,156,-1,15
25,244,193,-1,15
26,246,196,-1,15
25,236,201,-1,15
98,14,202,-1,15
2,192,158,-1,15
69,149,127,-1,15
110,213,124,-1,15
2,188,125,-1,15
24,214,162,-1,15
8,231,170,-1,15
68,162,96,-1,15
8,224,163,-1,15
2,199,132,-1,15
80,14,166,-1,15
8,222,168,-1,15
70,130,124,-1,15
110,190,153,-1,15
8,219,208,-1,15
106,14,199,-1,15
110,229,150,-1,15
9,236,202,-1,15
9,236,200,-1,15
9,232,200,-1,15
110,217,155,-1,15
67,145,104,-1,15
25,228,161,-1,15
25,217,161,-1,15
110,213,123,-1,15
2,203,123,-1,15
110,213,127,-1,15
25,233,162,-1,15
2,201,124,-1,15
90,9,168,-1,15
2,175,160,-1,16
71,137,133,-1,16
71,140,133,-1,16
25,241,197,-1,16
25,237,201,-1,16
2,192,163,-1,16
9,225,209,-1,16
8,221,207,-1,16
9,226,211,-1,16
25,224,163,-1,16
8,219,163,-1,16
110,195,124,-1,16
25,233,164,-1,16
69,159,99,-1,16
2,184,125,-1,16
83,6,172,-1,16
8,222,167,-1,16
25,227,164,-1,16
69,145,122,-1,16
110,192,154,-1,16
110,199,159,-1,16
9,234,197,-1,16
109,233,154,-1,16
69,160,125,-1,16
24,222,200,-1,16
70,142,133,-1,16
109,204,161,-1,16
25,222,170,-1,16
110,208,125,-1,16
68,143,105,-1,16
2,196,129,-1,16
2,201,128,-1,16
83,6,168,-1,16
83,6,168,-1,16
109,213,125,-1,16
68,143,105,-1,16
103,14,203,-1,16
70,137,124,-1,16
110,226,149,-1,16
25,242,193,-1,16
9,237,198,-1,16
2,200,157,-1,16
3,197,158,-1,16
25,234,194,-1,16
3,194,159,-1,16
2,200,126,-1,16
66,8,162,-1,16
7,214,162,-1,16
83,8,164,-1,16
80,14,163,-1,16
80,9,164,-1,16
66,8,166,-1,16
110,196,121,-1,16
8,220,168,-1,16
111,18,211,-1,17
3,195,157,-1,17
25,213,210,-1,17
109,217,155,-1,17
2,209,157,-1,17
110,225,161,-1,17
25,218,201,-1,17
96,12,208,-1,17
69,164,132,-1,17
8,222,180,-1,17
9,226,177,-1,17
25,225,169,-1,17
9,226,176,-1,17
110,213,133,-1,17
3,207,138,-1,17
9,230,181,-1,17
9,230,174,-1,17
3,196,138,-1,17
8,224,204,-1,17
25,217,199,-1,17
2,207,160,-1,17
25,237,197,-1,17
70,162,122,-1,17
110,219,155,-1,17
8,229,207,-1,17
95,15,206,-1,17
70,144,131,-1,17
68,148,100,-1,17
8,218,167,-1,17
83,6,167,-1,17
2,195,131,-1,17
25,230,164,-1,17
69,154,103,-1,17
80,9,169,-1,17
67,149,106,-1,17
110,204,126,-1,17
110,188,154,-1,17
2,188,160,-1,17
24,228,205,-1,17
69,169,119,-1,17
96,11,202,-1,17
25,240,202,-1,17
109,226,151,-1,17
25,238,197,-1,17
2,196,161,-1,17
68,154,100,-1,17
109,207,122,-1,17
2,192,125,-1,17
67,154,104,-1,17
8,230,165,-1,17
80,9,164,-1,17
109,218,123,-1,17
83,6,167,-1,17
90,9,171,-1,17
3,192,156,-1,18
110,200,159,-1,18
110,204,165,-1,18
110,226,156,-1,18
2,210,158,-1,18
71,159,128,-1,18
25,193,205,-1,18
9,220,212,-1,18
9,225,214,-1,18
25,223,173,-1,18
8,225,171,-1,18
8,229,175,-1,18
3,195,136,-1,18
87,14,179,-1,18
3,195,137,-1,18
110,208,135,-1,18
26,239,173,-1,18
2,194,140,-1,18
25,209,193,-1,18
8,215,199,-1,18
110,194,157,-1,18
110,224,147,-1,18
25,242,196,-1,18
9,234,206,-1,18
69,156,121,-1,18
95,15,203,-1,18
70,151,130,-1,18
2,200,129,-1,18
24,216,164,-1,18
96,8,165,-1,18
50,8,164,-1,18
110,215,121,-1,18
68,156,100,-1,18
70,9,166,-1,18
68,162,105,-1,18
110,213,125,-1,18
70,123,126,-1,18
25,214,197,-1,18
8,216,209,-1,18
2,209,151,-1,18
70,164,119,-1,18
25,241,197,-1,18
8,227,201,-1,18
70,147,125,-1,18
87,11,203,-1,18
24,223,165,-1,18
110,207,121,-1,18
2,184,125,-1,18
2,198,135,-1,18
8,225,162,-1,18
80,9,165,-1,18
68,149,108,-1,18
83,6,165,-1,18
80,9,169,-1,18
8,210,200,-1,19
25,214,201,-1,19
24,215,204,-1,19
110,226,150,-1,19
2,208,156,-1,19
25,249,202,-1,19
8,225,205,-1,19
103,17,211,-1,19
71,141,133,-1,19
8,225,170,-1,19
69,153,102,-1,19
69,141,103,-1,19
8,227,173,-1,19
70,156,101,-1,19
110,206,128,-1,19
80,9,169,-1,19
25,229,165,-1,19
8,221,170,-1,19
69,135,124,-1,19
25,214,198,-1,19
69,156,126,-1,19
8,241,198,-1,19
109,231,149,-1,19
9,231,204,-1,19
3,199,157,-1,19
69,149,128,-1,19
109,216,155,-1,19
83,6,165,-1,19
110,211,122,-1,19
2,189,127,-1,19
68,160,98,-1,19
80,9,165,-1,19
2,193,128,-1,19
2,197,132,-1,19
2,197,134,-1,19
83,9,169,-1,19
25,214,194,-1,19
110,190,155,-1,19
24,220,202,-1,19
69,164,120,-1,19
26,243,194,-1,19
9,238,206,-1,19
110,215,154,-1,19
3,201,155,-1,19
3,194,159,-1,19
110,213,120,-1,19
66,8,157,-1,19
90,9,165,-1,19
30,3,166,-1,19
8,228,162,-1,19
83,6,164,-1,19
25,232,166,-1,19
2,200,128,-1,19
110,213,127,-1,19
110,205,159,-1,20
110,197,166,-1,20
9,224,216,-1,20
110,220,160,-1,20
71,165,128,-1,20
70,163,130,-1,20
9,217,214,-1,20
25,221,208,-1,20
109,219,165,-1,20
24,217,181,-1,20
83,9,177,-1,20
70,146,110,-1,20
3,194,140,-1,20
8,225,180,-1,20
8,227,179,-1,20
9,220,184,-1,20
2,189,140,-1,20
110,208,137,-1,20
109,10,204,-1,20
8,214,204,-1,20
70,153,127,-1,20
2,210,154,-1,20
2,208,157,-1,20
71,156,126,-1,20
69,158,124,-1,20
2,192,162,-1,20
110,203,161,-1,20
83,6,171,-1,20
68,145,104,-1,20
24,218,165,-1,20
8,224,170,-1,20
80,9,170,-1,20
110,208,128,-1,20
25,229,166,-1,20
110,208,126,-1,20
83,9,172,-1,20
8,210,199,-1,20
25,217,196,-1,20
25,229,197,-1,20
95,18,200,-1,20
26,247,193,-1,20
25,245,197,-1,20
71,150,125,-1,20
70,147,128,-1,20
95,15,203,-1,20
2,201,132,-1,20
90,9,163,-1,20
2,195,123,-1,20
9,231,167,-1,20
110,215,122,-1,20
25,226,157,-1,20
2,195,134,-1,20
83,6,164,-1,20
2,191,128,-1,20
8,234,198,-1,21
110,202,155,-1,21
71,151,124,-1,21
9,224,200,-1,21
103,10,201,-1,21
69,146,129,-1,21
69,156,121,-1,21
80,8,197,-1,21
90,7,208,-1,21
2,200,129,-1,21
2,191,128,-1,21
24,212,161,-1,21
25,227,164,-1,21
8,227,164,-1,21
2,189,128,-1,21
68,153,106,-1,21
110,211,123,-1,21
83,6,165,-1,21
24,209,195,-1,21
25,211,198,-1,21
25,221,202,-1,21
25,242,193,-1,21
2,212,153,-1,21
2,206,156,-1,21
70,149,125,-1,21
25,233,195,-1,21
110,201,160,-1,21
2,199,133,-1,21
68,145,103,-1,21
7,218,166,-1,21
69,154,102,-1,21
110,217,122,-1,21
8,224,164,-1,21
83,6,167,-1,21
8,224,167,-1,21
2,186,130,-1,21
110,188,155,-1,21
1,174,157,-1,21
8,233,207,-1,21
98,14,200,-1,21
70,167,119,-1,21
9,225,203,-1,21
98,14,203,-1,21
98,11,201,-1,21
2,194,159,-1,21
24,223,168,-1,21
110,204,121,-1,21
7,210,164,-1,21
68,157,99,-1,21
25,228,159,-1,21
83,6,164,-1,21
110,215,125,-1,21
110,202,124,-1,21
110,208,126,-1,21
25,210,192,-1,22
25,211,198,-1,22
25,219,201,-1,22
69,158,121,-1,22
95,14,202,-1,22
25,242,201,-1,22
2,202,154,-1,22
101,21,206,-1,22
71,146,129,-1,22
2,197,132,-1,22
25,217,161,-1,22
1,187,127,-1,22
8,228,168,-1,22
110,216,122,-1,22
96,8,167,-1,22
25,236,163,-1,22
110,214,125,-1,22
8,224,166,-1,22
110,188,152,-1,22
83,5,189,-1,22
109,10,209,-1,22
70,169,117,-1,22
69,169,118,-1,22
68,164,123,-1,22
109,10,201,-1,22
2,199,155,-1,22
110,211,150,-1,22
67,145,104,-1,22
110,207,121,-1,22
8,216,162,-1,22
25,230,165,-1,22
2,202,123,-1,22
8,228,162,-1,22
25,233,165,-1,22
69,162,98,-1,22
68,151,105,-1,22
8,210,199,-1,22
2,177,156,-1,22
110,192,160,-1,22
2,217,149,-1,22
9,236,201,-1,22
2,206,157,-1,22
70,156,121,-1,22
110,205,152,-1,22
87,11,203,-1,22
8,227,165,-1,22
83,6,164,-1,22
2,190,127,-1,22
110,207,121,-1,22
25,230,162,-1,22
8,222,161,-1,22
109,213,121,-1,22
8,223,168,-1,22
83,6,168,-1,22
8,213,211,-1,23
106,15,221,-1,23
110,217,170,-1,23
25,249,204,-1,23
26,245,205,-1,23
71,162,133,-1,23
109,213,165,-1,23
71,146,133,-1,23
109,206,167,-1,23
2,189,140,-1,23
25,219,170,-1,23
69,141,110,-1,23
3,201,136,-1,23
2,196,135,-1,23
110,208,135,-1,23
2,189,142,-1,23
8,224,175,-1,23
8,220,182,-1,23
110,192,155,-1,23
8,216,205,-1,23
24,240,204,-1,23
9,241,200,-1,23
8,239,205,-1,23
2,196,162,-1,23
70,147,127,-1,23
110,212,155,-1,23
96,12,209,-1,23
8,225,171,-1,23
8,227,165,-1,23
96,12,168,-1,23
25,229,165,-1,23
110,214,124,-1,23
110,204,127,-1,23
68,147,109,-1,23
55,9,165,-1,23
25,228,169,-1,23
109,10,204,-1,23
109,10,205,-1,23
25,219,202,-1,23
