0,1
12.279458,-1.7047857
12.655781,-7.17682
34.126232,10.086505
30.690266,28.465075
32.515797,12.148446
32.059,11.480267
31.439114,11.773007
31.165777,28.319723
30.4438,28.983973
19.314976,3.0009153
30.690266,28.465075
13.194379,-1.6131824
11.61423,-5.351357
30.843718,10.729899
30.952442,13.427196
9.484927,1.2580757
33.23852,10.689353
33.96524,9.774983
32.663742,9.5142
30.042887,29.225279
30.889467,13.265657
31.373188,11.970718
33.052082,10.627114
32.35088,30.168995
32.44599,30.16205
32.22988,30.09319
12.922688,-6.960956
34.557377,11.293133
34.504734,10.478375
29.59072,28.375965
33.83747,10.762906
13.056587,-0.794692
12.7810545,-2.045159
29.46507,28.013384
30.411901,27.808985
13.452345,-0.2561051
32.80016,10.771793
32.488735,11.339982
12.381445,-7.343999
30.206194,10.813713
12.880639,2.615358
30.538115,13.750697
29.69043,11.457484
31.100151,28.092995
10.700769,-5.0295534
11.696467,-5.9388123
13.748311,-4.7986045
8.418366,0.16751453
11.576569,-5.343961
30.691437,27.62078
11.014284,-5.3698964
28.905567,27.897202
31.826212,10.650739
31.298685,10.178822
9.943982,-6.2054586
29.206646,27.565126
29.801107,28.42435
10.495937,-8.050066
31.581772,11.385502
31.197872,10.372332
30.404152,27.803612
30.914375,26.108347
30.387356,25.879095
30.264437,26.541536
31.789392,13.019447
13.656046,-2.0524287
33.983635,11.847982
32.800217,10.772063
31.624098,28.69496
30.907198,10.004253
32.519707,9.964258
31.653397,11.100684
15.828917,1.9687783
31.372643,27.759705
31.167294,28.310843
31.645618,27.657297
30.039387,28.466215
12.665963,-1.2726767
11.80183,-0.8903649
32.040855,28.293537
31.888195,28.503736
31.653397,11.100684
31.653399,11.100684
30.514156,12.708087
29.296402,11.131962
29.321072,28.349161
12.575139,2.049704
30.843948,14.013236
33.452564,9.149424
13.356676,-6.213698
32.48195,30.021606
14.157584,-6.5371575
8.501673,0.25145656
14.955766,-4.054665
13.372862,2.0114734
17.492916,2.204073
9.42816,1.1703658
18.455338,3.1874304
16.211397,3.3228729
11.712897,3.7670934
13.748311,-4.7986045
13.748311,-4.7986045
14.6419115,2.9863977
13.36148,-6.1860323
9.759829,1.5890348
14.434908,-1.039503
17.577076,2.533786
18.060152,2.301355
18.999159,3.1396446
12.8806305,2.6153474
12.400776,1.7680736
9.589949,-6.8169746
10.076928,-7.269686
12.705803,2.3360593
12.562754,3.3033462
14.907391,-5.1320267
12.148763,-7.1679645
14.461494,-2.096103
11.80183,-0.8903649
15.31665,2.133919
9.173429,0.83967334
12.557005,-4.646468
10.649806,-1.775857
13.056249,-0.79434556
11.883988,-6.941009
14.051129,-2.64463
13.805139,0.27780893
18.646015,2.9450526
10.041833,-2.5728772
17.307291,3.534591
14.434902,-1.0394958
17.223515,1.5935025
13.451855,-0.2557833
16.663813,3.4418855
9.488215,1.2625983
12.8199625,-5.5541487
12.276342,3.799997
10.64553,-3.5735366
9.455056,0.24124454
12.566919,3.7936928
12.608544,-1.2565119
10.454196,-3.0405264
10.66846,-5.9421253
13.65605,-2.0524356
14.907391,-5.1320267
14.056402,-1.5609214
14.68049,-2.796333
